ano,municipio,cod_municipio,level_0,level_1,level_2,level_3,level_4,valor_cover,classe_desmatamento,valor_defreg
2021,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1728.53955272827,Veg. Primaria,498.871467541503
2021,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1728.53955272827,Veg. Secundaria,604.581314666747
2021,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1728.53955272827,Supressao Veg. Primaria,1.07125568847656
2021,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1728.53955272827,Supressao Veg. Secundaria,22.5871680603027
2022,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1429.3833170105,Veg. Primaria,365.314181036377
2022,Manaus,1302603,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,1429.3833170105,Veg. Secundaria,617.167110223388
1986,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27324.8847905273,Recuperacao para Veg. Secundaria,3317.64204440918
1987,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27005.1887978819,Recuperacao para Veg. Secundaria,1974.84317455444
1988,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26116.9704020383,Recuperacao para Veg. Secundaria,2625.95575461426
1989,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,28147.6858940122,Recuperacao para Veg. Secundaria,931.47082258911
1990,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,28207.3683961484,Recuperacao para Veg. Secundaria,1647.4500918396
1991,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26992.1928303404,Recuperacao para Veg. Secundaria,2651.65322367553
1992,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,28380.7953867673,Recuperacao para Veg. Secundaria,1153.41506487427
1993,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,28825.3447727109,Recuperacao para Veg. Secundaria,1446.4473045105
1994,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26293.6671056763,Recuperacao para Veg. Secundaria,4085.9546643555
1995,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,22645.3164409546,Recuperacao para Veg. Secundaria,4051.02961025391
1996,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,22776.1046057375,Recuperacao para Veg. Secundaria,1553.80060716553
1997,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,25234.3745258425,Recuperacao para Veg. Secundaria,695.667253955078
1998,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27779.6613996338,Recuperacao para Veg. Secundaria,1059.9399581604
1999,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,29269.1638991028,Recuperacao para Veg. Secundaria,1230.76845281982
2000,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,28043.845113391,Recuperacao para Veg. Secundaria,2379.21621323853
2001,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26432.8313804811,Recuperacao para Veg. Secundaria,2679.15326564942
2002,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26541.0716824279,Recuperacao para Veg. Secundaria,1454.13502377319
2003,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27425.1511464293,Recuperacao para Veg. Secundaria,1487.14514297485
2004,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27423.4434803162,Recuperacao para Veg. Secundaria,1235.58484935913
2005,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27398.3775584657,Recuperacao para Veg. Secundaria,1570.59093703614
2006,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,27771.271166626,Recuperacao para Veg. Secundaria,1116.53551655274
2007,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26935.4280495972,Recuperacao para Veg. Secundaria,1630.87175214234
2008,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,24971.547735388,Recuperacao para Veg. Secundaria,2360.72566909789
2009,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,25418.6940828736,Recuperacao para Veg. Secundaria,863.204638891603
2010,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26170.6717048705,Recuperacao para Veg. Secundaria,1195.50470249634
2011,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26036.5964531981,Recuperacao para Veg. Secundaria,1001.44333010864
2012,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,24446.5914186156,Recuperacao para Veg. Secundaria,2286.51791591187
2013,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,23552.6293316711,Recuperacao para Veg. Secundaria,1641.75511433105
2014,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,23318.162514978,Recuperacao para Veg. Secundaria,1295.84502633057
2015,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,24708.9134832093,Recuperacao para Veg. Secundaria,922.240390734863
2016,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26078.8453093567,Recuperacao para Veg. Secundaria,1002.04242138672
2017,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26033.8682462829,Recuperacao para Veg. Secundaria,1283.14744001465
2018,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26078.1359142333,Recuperacao para Veg. Secundaria,1281.67110739136
2019,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,25446.4781312561,Recuperacao para Veg. Secundaria,2168.70908405152
2020,Manaus,1302603,Anthropic,3. Farming,Pasture,Pasture,Pasture,26012.9789934388,Recuperacao para Veg. Secundaria,768.981059259033
2008,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,175.380198687745,Recuperacao para Veg. Secundaria,1.07211887817383
2009,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,177.435089379884,Recuperacao para Veg. Secundaria,0.982772082519531
2010,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,176.541666381837,Recuperacao para Veg. Secundaria,2.68028662109375
2013,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,182.795684289552,Recuperacao para Veg. Secundaria,0.178686383056641
2014,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,181.455531176759,Recuperacao para Veg. Secundaria,0.536059881591797
2015,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,180.651444531251,Recuperacao para Veg. Secundaria,0.714744116210937
2016,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,180.204731146241,Recuperacao para Veg. Secundaria,0.625400463867188
2017,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,180.740792553712,Recuperacao para Veg. Secundaria,0.625399243164062
2018,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,180.562109552003,Recuperacao para Veg. Secundaria,1.42948705444336
2019,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Sugar Cane,180.472766400147,Recuperacao para Veg. Secundaria,0.0893431518554687
2009,Manaus,1302603,Anthropic,3. Farming,Agriculture,Temporary Crops,Other Temporary Crops,25.9095930664062,Recuperacao para Veg. Secundaria,0.0893432495117188
1986,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,10989.2405074341,Recuperacao para Veg. Secundaria,3.30306665039063
1987,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,11557.0166503236,Recuperacao para Veg. Secundaria,5.08847123413086
1988,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,12712.7618793641,Recuperacao para Veg. Secundaria,5.08852954101562
1989,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,13669.2488219239,Recuperacao para Veg. Secundaria,3.57093333740234
1990,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,14361.2161444338,Recuperacao para Veg. Secundaria,4.37436685180664
1991,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,15311.4580044009,Recuperacao para Veg. Secundaria,5.62414040527344
1992,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,15777.4743470827,Recuperacao para Veg. Secundaria,11.9625529846191
1993,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,16047.4439635072,Recuperacao para Veg. Secundaria,7.7667811340332
1994,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,16220.4593716248,Recuperacao para Veg. Secundaria,7.49895559692383
1995,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,16385.1710827212,Recuperacao para Veg. Secundaria,9.01662196655273
1996,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,16930.9953750187,Recuperacao para Veg. Secundaria,3.92799166259766
1997,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,17893.2068038702,Recuperacao para Veg. Secundaria,3.12446973266601
1998,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,18650.6219434149,Recuperacao para Veg. Secundaria,10.35565859375
1999,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,19285.636076581,Recuperacao para Veg. Secundaria,6.78475762329102
2000,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,19644.5219218688,Recuperacao para Veg. Secundaria,7.58811539306641
2001,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,20028.0526089663,Recuperacao para Veg. Secundaria,5.71347233276367
2002,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,20221.8717593752,Recuperacao para Veg. Secundaria,5.53496787109375
2003,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,20582.3729031005,Recuperacao para Veg. Secundaria,5.62412168579102
2004,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,20970.8081011843,Recuperacao para Veg. Secundaria,7.40971641845703
2005,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,21135.7030965456,Recuperacao para Veg. Secundaria,4.99929658813477
2006,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,21359.6925527898,Recuperacao para Veg. Secundaria,6.15994738769531
2007,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,21484.3213309392,Recuperacao para Veg. Secundaria,7.32050203857422
2008,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,21961.7630582824,Recuperacao para Veg. Secundaria,4.55290591430664
2009,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,22179.5981471193,Recuperacao para Veg. Secundaria,5.17777181396484
2010,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,22322.9769260562,Recuperacao para Veg. Secundaria,7.23114137573242
2011,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,22599.1958868596,Recuperacao para Veg. Secundaria,4.82074558105469
2012,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,22725.8834291325,Recuperacao para Veg. Secundaria,8.39163697509766
2013,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,23126.3760686346,Recuperacao para Veg. Secundaria,4.5528755065918
2014,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,23277.3450928047,Recuperacao para Veg. Secundaria,9.10584683837891
2015,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,23528.7501117745,Recuperacao para Veg. Secundaria,6.96336924438477
2016,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,23660.878048121,Recuperacao para Veg. Secundaria,10.4449924987793
2017,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,23823.6306595101,Recuperacao para Veg. Secundaria,6.24917570800781
2018,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,24051.5521121283,Recuperacao para Veg. Secundaria,9.10588173828125
2019,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,24216.3589573922,Recuperacao para Veg. Secundaria,14.015974987793
2020,Manaus,1302603,Anthropic,4. Non Vegetated Area,Urban Infrastructure,Urban Infrastructure,Urban Infrastructure,24344.8268269663,Recuperacao para Veg. Secundaria,5.445683203125
1987,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,71.0747806762695,Recuperacao para Veg. Secundaria,0.0892856323242188
1988,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,76.521254711914,Recuperacao para Veg. Secundaria,0.178600964355469
1990,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,96.8797633666991,Recuperacao para Veg. Secundaria,0.178577032470703
1991,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,111.255301269531,Recuperacao para Veg. Secundaria,0.178573565673828
1992,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,114.469759088135,Recuperacao para Veg. Secundaria,0.178577178955078
1993,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,121.166284185791,Recuperacao para Veg. Secundaria,0.357186169433594
1994,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,126.613115093994,Recuperacao para Veg. Secundaria,0.0892850708007812
1995,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,139.024092352295,Recuperacao para Veg. Secundaria,0.357181280517578
1996,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,186.792995666504,Recuperacao para Veg. Secundaria,0.267862548828125
1997,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,213.312055615234,Recuperacao para Veg. Secundaria,0.178577197265625
1998,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,242.956544793701,Recuperacao para Veg. Secundaria,0.446445257568359
1999,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,406.174515631103,Recuperacao para Veg. Secundaria,0.178580639648438
2000,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,459.838064611816,Recuperacao para Veg. Secundaria,0.535734887695313
2001,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,492.608637951659,Recuperacao para Veg. Secundaria,0.535726354980469
2002,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,508.500500494386,Recuperacao para Veg. Secundaria,0.446440631103516
2003,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,538.947638067628,Recuperacao para Veg. Secundaria,0.535723870849609
2004,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,548.411161773683,Recuperacao para Veg. Secundaria,0.357174066162109
2005,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,560.554587054444,Recuperacao para Veg. Secundaria,0.803607592773437
2006,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,576.448652319337,Recuperacao para Veg. Secundaria,0.803594891357422
2007,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,589.662853363038,Recuperacao para Veg. Secundaria,0.982154730224609
2008,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,611.270899475099,Recuperacao para Veg. Secundaria,0.625054119873047
2009,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,640.111445935059,Recuperacao para Veg. Secundaria,0.178571728515625
2010,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,658.326593060303,Recuperacao para Veg. Secundaria,1.87507645263672
2011,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,665.202141333008,Recuperacao para Veg. Secundaria,0.892894494628906
2012,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,672.524028509522,Recuperacao para Veg. Secundaria,0.982078070068359
2013,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,687.079553967285,Recuperacao para Veg. Secundaria,0.535727380371094
2014,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,706.812976074219,Recuperacao para Veg. Secundaria,0.803611938476563
2015,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,722.885681878662,Recuperacao para Veg. Secundaria,0.357151654052734
2016,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,742.35122387085,Recuperacao para Veg. Secundaria,0.892914733886719
2017,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,761.459864666748,Recuperacao para Veg. Secundaria,2.14290205688477
2018,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,769.05000699463,Recuperacao para Veg. Secundaria,0.625036657714844
2019,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,770.032033837891,Recuperacao para Veg. Secundaria,1.07146762084961
2020,Manaus,1302603,Anthropic,4. Non Vegetated Area,Mining,Mining,Mining,772.889107373048,Recuperacao para Veg. Secundaria,1.07153282470703
1986,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892760559082031,Outras transicoes,196921.360977463
1990,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178549151611328,Outras transicoes,198726.150256304
1991,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892759460449219,Outras transicoes,199580.378698093
1992,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.1785537109375,Outras transicoes,200469.695840495
1993,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892759460449219,Outras transicoes,200559.886411211
1996,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892759460449219,Outras transicoes,193683.725672411
1999,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892732055664062,Outras transicoes,197741.885235746
2000,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0893324584960938,Outras transicoes,198639.021328953
2001,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178605694580078,Outras transicoes,193658.360916813
2002,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892732055664062,Outras transicoes,193368.24102117
2003,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.267881793212891,Outras transicoes,193498.744461275
2004,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.267938153076172,Outras transicoes,193853.200803892
2005,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.4465431640625,Outras transicoes,194084.449932996
2006,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.357269976806641,Outras transicoes,193318.539673497
2007,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.267941003417969,Outras transicoes,195288.263606801
2008,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.357272924804687,Outras transicoes,194428.52219145
2009,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0893318237304688,Outras transicoes,194406.817704496
2010,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.1785537109375,Outras transicoes,193699.593312248
2011,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178552075195312,Outras transicoes,192751.691866298
2013,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.178664379882813,Outras transicoes,192299.930420442
2014,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0893322082519531,Outras transicoes,192458.896257544
2015,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892760986328125,Outras transicoes,192750.693048584
2016,Manaus,1302603,Not applied,6. Non Observed,Non Observed,Non Observed,Non Observed,0.0892760986328125,Outras transicoes,193275.859601581
1986,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222953.59972602,Veg. Primaria,4218592.47113579
1987,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222954.14165524,Veg. Primaria,4216214.60518697
1987,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222954.14165524,Veg. Secundaria,3832.11024017944
1987,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222954.14165524,Supressao Veg. Primaria,1918.68564919434
1988,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226014.75769384,Veg. Primaria,4214940.69721633
1988,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226014.75769384,Veg. Secundaria,5817.66653977052
1988,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226014.75769384,Supressao Veg. Primaria,1198.99930141601
1989,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4219073.55771162,Veg. Primaria,4214160.70080953
1989,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4219073.55771162,Veg. Secundaria,9945.111613092
1989,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4219073.55771162,Supressao Veg. Primaria,809.756197045898
1989,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4219073.55771162,Supressao Veg. Secundaria,37.9402211975098
1990,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4230131.49843201,Veg. Primaria,4202750.05591371
1990,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4230131.49843201,Veg. Secundaria,13679.6346991332
1990,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4230131.49843201,Supressao Veg. Primaria,1053.83114135132
1990,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4230131.49843201,Supressao Veg. Secundaria,220.347930291748
1991,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4229419.55966078,Veg. Primaria,4212574.86174302
1991,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4229419.55966078,Veg. Secundaria,14593.9952656554
1991,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4229419.55966078,Supressao Veg. Primaria,998.00555725708
1991,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4229419.55966078,Supressao Veg. Secundaria,372.395093109131
1992,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228050.4066664,Veg. Primaria,4210599.95701745
1992,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228050.4066664,Veg. Secundaria,15438.6853398315
1992,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228050.4066664,Supressao Veg. Primaria,1467.62348861084
1992,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228050.4066664,Supressao Veg. Secundaria,621.477319085693
1993,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225803.65786558,Veg. Primaria,4208908.26276005
1993,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225803.65786558,Veg. Secundaria,15661.7777499267
1993,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225803.65786558,Supressao Veg. Primaria,1392.10462232666
1993,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225803.65786558,Supressao Veg. Secundaria,798.190686560059
1994,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225896.66248659,Veg. Primaria,4207487.23339587
1994,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225896.66248659,Veg. Secundaria,15649.2658295471
1994,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225896.66248659,Supressao Veg. Primaria,1333.81944765625
1994,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4225896.66248659,Supressao Veg. Secundaria,522.434295062256
1995,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228191.48930583,Veg. Primaria,4206611.43303072
1995,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228191.48930583,Veg. Secundaria,16455.6072143737
1995,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228191.48930583,Supressao Veg. Primaria,1598.95518131714
1995,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4228191.48930583,Supressao Veg. Secundaria,371.234084545898
1996,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226627.06707933,Veg. Primaria,4205042.37934642
1996,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226627.06707933,Veg. Secundaria,19119.6805214598
1996,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226627.06707933,Supressao Veg. Primaria,2359.3963850586
1996,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4226627.06707933,Supressao Veg. Secundaria,503.072051965332
1997,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222688.83261482,Veg. Primaria,4201326.20521915
1997,Manicore,1302702,Natural,1. Forest,Forest Formation,Forest Formation,Forest Formation,4222688.83261482,Veg. Secundaria,19650.3765661314
