ano,municipio,cod_municipio,level_0,level_1,level_2,level_3,level_4,valor_cover,classe_desmatamento,valor_defreg
1988,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,18102.3018063911,Supressao Veg. Primaria,239.27430187378
1989,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,16132.4871539314,Veg. Primaria,16873.7547860969
1989,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,16132.4871539314,Veg. Secundaria,402.722266674804
1989,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,16132.4871539314,Supressao Veg. Primaria,90.1407834106444
1989,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,16132.4871539314,Supressao Veg. Secundaria,9.54966379394532
1990,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17250.1952780157,Veg. Primaria,15596.6086827827
1990,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17250.1952780157,Veg. Secundaria,337.373776782226
1990,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17250.1952780157,Supressao Veg. Primaria,44.2679666625977
1990,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17250.1952780157,Supressao Veg. Secundaria,6.42590800170899
1991,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17535.620015357,Veg. Primaria,16435.1346151985
1991,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17535.620015357,Veg. Secundaria,552.296741674806
1991,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17535.620015357,Supressao Veg. Primaria,23.471300970459
1991,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17535.620015357,Supressao Veg. Secundaria,5.97936772460937
1992,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,18157.5263977057,Veg. Primaria,16314.3871194161
1992,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,18157.5263977057,Veg. Secundaria,733.482162091066
1992,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,18157.5263977057,Supressao Veg. Primaria,150.199556311035
1992,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,18157.5263977057,Supressao Veg. Secundaria,31.8615759277344
1993,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15691.4706130863,Veg. Primaria,16043.3765591986
1993,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15691.4706130863,Veg. Secundaria,713.225460211184
1993,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15691.4706130863,Supressao Veg. Primaria,364.122198883057
1993,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15691.4706130863,Supressao Veg. Secundaria,58.8135432617187
1994,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15412.6175630926,Veg. Primaria,14614.0943415593
1994,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15412.6175630926,Veg. Secundaria,522.660114367677
1994,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15412.6175630926,Supressao Veg. Primaria,210.530646813965
1994,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15412.6175630926,Supressao Veg. Secundaria,46.6768697998047
1995,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17289.1370880678,Veg. Primaria,14606.7768325139
1995,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17289.1370880678,Veg. Secundaria,558.267129003907
1995,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17289.1370880678,Supressao Veg. Primaria,177.153028015136
1995,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,17289.1370880678,Supressao Veg. Secundaria,17.4036548400879
1996,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15638.88048357,Veg. Primaria,15310.2969866339
1996,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15638.88048357,Veg. Secundaria,697.689717480471
1996,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15638.88048357,Supressao Veg. Primaria,336.815355621338
1996,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15638.88048357,Supressao Veg. Secundaria,77.112176776123
1997,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14331.8182317693,Veg. Primaria,14094.5342964176
1997,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14331.8182317693,Veg. Secundaria,530.153800860596
1997,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14331.8182317693,Supressao Veg. Primaria,255.691503674316
1997,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14331.8182317693,Supressao Veg. Secundaria,72.0241803955079
1998,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15733.5619044622,Veg. Primaria,13285.2780997073
1998,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15733.5619044622,Veg. Secundaria,423.757945239258
1998,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15733.5619044622,Supressao Veg. Primaria,423.03238447876
1998,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,15733.5619044622,Supressao Veg. Secundaria,47.0342453491211
1999,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13425.1337543461,Veg. Primaria,13354.0790826966
1999,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13425.1337543461,Veg. Secundaria,477.761407208252
1999,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13425.1337543461,Supressao Veg. Primaria,704.60402272339
1999,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13425.1337543461,Supressao Veg. Secundaria,78.806580895996
2000,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14380.6091619023,Veg. Primaria,12675.9823494631
2000,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14380.6091619023,Veg. Secundaria,412.423181115723
2000,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14380.6091619023,Supressao Veg. Primaria,284.694614916993
2000,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14380.6091619023,Supressao Veg. Secundaria,19.1880146179199
2001,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14421.1317388615,Veg. Primaria,13352.6168051579
2001,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14421.1317388615,Veg. Secundaria,664.296826092529
2001,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14421.1317388615,Supressao Veg. Primaria,191.434120361328
2001,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14421.1317388615,Supressao Veg. Secundaria,13.7444237548828
2002,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14096.9484421514,Veg. Primaria,13053.8133875188
2002,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14096.9484421514,Veg. Secundaria,831.461069635011
2002,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14096.9484421514,Supressao Veg. Primaria,245.521997094727
2002,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14096.9484421514,Supressao Veg. Secundaria,38.6444810668945
2003,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14354.4953128543,Veg. Primaria,12686.7161379154
2003,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14354.4953128543,Veg. Secundaria,809.228469055176
2003,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14354.4953128543,Supressao Veg. Primaria,327.45254597168
2003,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14354.4953128543,Supressao Veg. Secundaria,89.0696498596191
2004,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14358.6406397525,Veg. Primaria,12853.217917023
2004,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14358.6406397525,Veg. Secundaria,884.023871289063
2004,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14358.6406397525,Supressao Veg. Primaria,235.257140991211
2004,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,14358.6406397525,Supressao Veg. Secundaria,77.647461553955
2005,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13549.052744861,Veg. Primaria,12529.6456719854
2005,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13549.052744861,Veg. Secundaria,767.381431591797
2005,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13549.052744861,Supressao Veg. Primaria,483.63163079834
2005,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,13549.052744861,Supressao Veg. Secundaria,179.56475024414
2006,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,12385.3636218266,Veg. Primaria,12054.2922644413
2006,Careiro da Varzea,1301159,Natural,2. Non Forest Natural Formation,Grassland,Grassland,Grassland,12385.3636218266,Veg. Secundaria,588.793413720703
