index,state_abbrev,state,municipality,geocode,period,refor,secveg,pasture,crop,urban,core,edge,port,river,road,mining,fire,dgorg,dgfor,defor,deorg,precp,precn,tempp
89,AM,"""Amazonas""","""Envira""","""1301506""",2006,"""0.97009572879264""",0.01053793189201,0.009201262064999,0.0,0.000352155880112,0.88812384401374,"""28.9443177400488""","""NA""","""NA""",0.0,0.0,0.003039883268482,"""NA""","""NA""","""0.010705339485827""","""0.010512959941997""",0.073773440928904,0.0,0.161662984450126
90,AM,"""Amazonas""","""Silves""","""1304005""",2006,"""0.859974872792041""",0.090654160421602,0.008283775725636,0.0,0.000377280294965,0.629953746232816,"""43.0854329195935""","""NA""","""NA""",1.30819642286595,0.0,0.000882501260716,"""NA""","""NA""","""0.012419067812654""","""0.010824010824011""",0.032131711075072,0.0,0.118433113072516
91,AM,"""Amazonas""","""Barreirinha""","""1300508""",2006,"""0.828728140407679""",0.101124659393378,0.014834141671313,0.0,0.000508075970785,0.558363404908944,"""83.322777695554""","""NA""","""NA""",0.497454841532805,0.0,0.011770516091859,"""NA""","""NA""","""0.01363820863212""","""0.011468620579802""",0.072272468129022,0.0,0.112960003297258
92,AM,"""Amazonas""","""Boa Vista do Ramos""","""1300680""",2006,"""0.848651816178206""",0.063395926384959,0.004068938100695,2.3384701728e-05,0.000619054241091,0.517900989172883,"""73.4332727539365""","""NA""","""NA""",0.472078158169479,0.0,0.016642282370154,"""NA""","""NA""","""0.014131193300768""","""0.012187782124586""",0.631186848663711,0.0,0.560486120153678
93,AM,"""Amazonas""","""Canutama""","""1300904""",2006,"""0.973518988253136""",0.009475452705232,0.006120635055804,0.0,7.5021289861e-05,0.920021927840374,"""39.1684393523706""","""NA""","""NA""",1.30335874096655,0.0,0.022347066167291,"""NA""","""NA""","""0.012433504580212""","""0.012239969641563""",0.09704535351936,0.160123896032909,0.035072794366375
94,AM,"""Amazonas""","""Manaus""","""1302603""",2006,"""0.874226461790423""",0.067998097955302,0.010276324826967,0.0,0.022093962219192,0.659639668198869,"""71.5755173788233""","""NA""","""NA""",4.27250027476852,0.0,0.001074224802198,"""NA""","""NA""","""0.014765207143505""","""0.013133094794134""",0.249364668862721,0.0,0.138732606368168
95,AM,"""Amazonas""","""Guajará""","""1301654""",2006,"""0.941828970153""",0.017752735710982,0.02731540112386,0.0,0.000276409313181,0.871711648858319,"""28.665774948686""","""NA""","""NA""",0.672043988289994,0.0,0.010467943775577,"""NA""","""NA""","""0.016292293422591""","""0.0156004633801""",0.139715359514488,0.0,0.206828630424127
96,AM,"""Amazonas""","""Careiro""","""1301100""",2006,"""0.809340931711386""",0.137155799968349,0.015528564646305,1.9781611014e-05,0.000647069834038,0.648876404494382,"""62.9625218437527""","""NA""","""NA""",2.79249011972902,0.0,0.003327014584703,"""NA""","""NA""","""0.025249769120981""","""0.020999162128194""",0.0,0.0,0.044833785259161
97,AM,"""Amazonas""","""Parintins""","""1303403""",2006,"""0.629734414640435""",0.111286238700034,0.041274748070489,2.0337397423e-05,0.00198078386112,0.236229039769781,"""143.37167926216""","""NA""","""NA""",0.252807987598707,0.0,0.00946434962421,"""NA""","""NA""","""0.034461983371491""","""0.022492233887775""",1.21494759671187,0.0,0.288612300814785
98,AM,"""Amazonas""","""Manacapuru""","""1302504""",2006,"""0.853717622276783""",0.071717005909389,0.008158240315167,0.0,0.001575868152121,0.504834208798424,"""97.7555140581117""","""NA""","""NA""",1.78878817006673,0.0,0.001957826491639,"""NA""","""NA""","""0.026314042270665""","""0.023079312085096""",0.108407693776085,0.0,0.058161588089392
99,AM,"""Amazonas""","""Lábrea""","""1302405""",2006,"""0.954903718402854""",0.005846199057687,0.026154872107875,7.8250731e-06,8.7086155928e-05,0.912631319942025,"""49.3597983219642""","""NA""","""NA""",0.502924958765335,1.7715293922e-05,0.028841577021936,"""NA""","""NA""","""0.024642200391977""","""0.024168095444325""",0.026829317210321,0.0,0.017710675307226
100,AM,"""Amazonas""","""Autazes""","""1300300""",2006,"""0.81098330828394""",0.094495231311093,0.026253512208635,0.0,0.00068772515334,0.547580038782698,"""99.5647682365042""","""NA""","""NA""",1.74552632129652,0.0,0.006398961328016,"""NA""","""NA""","""0.031716273676073""","""0.026662983784486""",0.317681834340271,0.0,3.94984414029737
101,AM,"""Amazonas""","""Boca do Acre""","""1300706""",2006,"""0.912355559824976""",0.017465679001747,0.051726312005173,8.048700001e-06,0.000264423881634,0.855080473585508,"""44.8993267852767""","""NA""","""NA""",1.20402357570642,0.0,0.029658305269673,"""NA""","""NA""","""0.032796086921658""","""0.031025496863092""",0.002673441512559,0.044327385079211,0.129187593090773
102,AM,"""Amazonas""","""Itacoatiara""","""1301902""",2006,"""0.745271072855146""",0.134087127771553,0.024121422023021,6.790940885e-06,0.001746815106633,0.431021017962039,"""120.612129094783""","""NA""","""NA""",2.84393542491978,6.846318618e-05,0.00430176053533,"""NA""","""NA""","""0.042213657714079""","""0.032705556678745""",0.209297838323376,0.0,0.159508925242044
